Date,Station,Depth,Dilution,Fmax1,Fmax2,Fmax3,Fmax4,B,BIX,HIX,A/T,A/C,M/C
2019-08-05,50,5,2,0.368620593,0.449011083,0.402504408,0.274975091,0.200903717,0.768164142,2.600626683,2.218442703,1.975050683,0.905476435
2019-08-05,100,0.1,1,0.55326073,0.394609007,0.089236831,0.126307215,0.025786028,0.525080594,6.716995831,4.920580744,1.837724621,0.649386583
2019-08-05,200,0.1,1,NA,NA,NA,NA,0.21373949,0.551826809,5.466885073,5.093292951,1.953059894,0.70048156
2019-08-12,50,0.1,1,0.606152526,0.759931928,0.216008806,0.39544888500000003,0.109870563,0.631475786,2.944549401,2.133997186,2.185504726,0.926069918
2019-08-12,50,5,1,0.386995766,0.494636685,0.270276233,0.166320142,0.030185994,0.732449026,4.059717954,3.235662416,1.864406594,0.862966506
2019-08-12,50,9,1,0.34006575,0.522692721,0.246968613,0.179734217,0.037069749,0.720086199,3.508660375,3.201863784,1.908695561,0.899391533
2019-08-14,50,0.1,2,0.612371875,0.720275823,0.312128899,0.411286423,0.155431767,0.656964493,2.654736849,1.969775858,2.404123691,1.027344615
2019-08-14,50,5,2,0.477024197,0.630486752,0.435950973,0.301583405,0.126066374,0.724125451,2.465925445,2.288190601,2.042636489,1.139171308
2019-08-14,50,9,2,0.4121784245,0.645819296,0.33596358800000004,0.233053339,0.094502511,0.72019001,3.0239595789999996,2.878320104,1.997184194,1.3817864645000002
2019-08-19,50,0.1,1,0.683432766,0.817870728,0.373320956,0.576290376,0.197705726,0.652346664,2.068232157,1.540327504,2.432031787,1.01849009
2019-08-19,50,5,1,0.464186284,0.532091139,0.389124261,0.132412343,0.061661005,0.7442317,3.426009152,2.66992594,1.926445495,0.911279566
2019-08-19,50,9,1,0.358250731,0.557423478,0.317457073,0.17070383,0.058792541,0.733272597,3.41759995,2.76389177,1.947709403,0.906683451
2019-08-19,100,0.1,1,0.562065726,0.385147957,0.292151349,0.093741665,0.030654913,0.555092886,5.406647824,4.758092268,1.967603809,0.740851718
2019-08-19,200,0.1,1,1.070144501,0.865702389,0.45608312,0.134536152,0.041227455,0.541721135,7.445639728,5.665252951,1.891000826,0.68602032
2019-08-22,50,0.1,1.5,0.6264217304999999,0.7510988705,0.1966698765,0.522857076,0.184011376,0.6287393935000001,2.3231457205,1.5229569625,2.355959205,0.998147702
2019-08-22,50,5,1.5,0.5438632775000001,0.601221207,0.7413502949999999,0.2530175215,0.08321989199999999,0.733193184,2.6071161795,2.488375096,2.071890516,0.9031944599999999
2019-08-22,50,9,1.5,0.507514185,0.6277465289999999,0.6474970915,0.24164546,0.0771244645,0.7080149769999999,3.0220868025,2.818573606,2.0315971619999997,0.8790222795
2019-08-22,100,0.1,1,0.579037516,0.357400508,0.214727813,0.131327974,0.038163473,0.544269224,6.046316611,4.520451395,1.927175257,0.68884604
2019-08-22,200,0.1,1,1.095235698,0.855245453,0.569221039,0.154826773,0.03445301,0.550652463,6.871207494,6.232140349,1.948547095,0.69381526
2019-08-28,50,0.1,2,0.703246941,0.834323089,0.255934874,0.588213963,0.204161702,0.649624501,2.168159665,1.545872316,2.262131632,0.95223743
2019-08-28,50,5,2,0.500505061,0.62856084,0.504350141,0.300186947,0.097409883,0.754618387,2.795820235,2.108030652,2.032060207,0.960105114
2019-08-28,50,9,2,0.610244005,0.926655984,0.249153243,0.29907925,0.169403407,0.634136266,3.151479719,2.293167958,1.924530949,0.859043845
2019-09-02,50,0.1,2,0.722524011,0.783668338,0.279947772,0.824930554,0.545096291,0.669084711,1.730495917,1.194046079,2.268739232,1.023608046
2019-09-02,50,5,2,0.520470959,0.657608143,0.204939085,0.415451165,0.436599893,0.709443363,2.162842746,1.779377903,1.956545339,1.018709662
2019-09-02,100,0.1,1,0.523955183,0.298501581,0.284668665,0.138630706,0.035209402,0.538985156,5.149790875,4.256135676,1.937585734,0.683632376
2019-09-02,200,0.1,1,0.899844922,0.822675304,0.241792883,0.390427624,0.310431437,0.595377399,3.665599606,2.468608525,1.958498558,0.841713386
2019-09-11,50,0.1,2,0.563041747,0.81601907,0.050492556,0.401135507,0.139489387,0.692880956,2.849276476,1.756025544,2.154187783,1.007621704
2019-09-11,50,5,2,0.380011381,0.494864133,0.494083976,0.299482355,0.088485263,0.728018727,2.337183182,1.780041979,1.979628163,0.922254875
2019-09-11,50,9,1,0.298866166,0.493741218,0.111700807,0.200511673,0.055649449,0.768525607,3.321462368,2.340848538,1.828609168,0.914638677
2019-09-20,50,0.1,2,0.712047082,0.8505164700000001,0.3849892925,0.7449838934999999,0.380150747,0.7378940285,1.989504321,1.2407267064999998,2.318657956,1.058269185
2019-09-20,50,9,2,0.31937739649999997,0.4492071555,0.1739538085,0.214587052,0.1976705465,0.8013367985,2.892322375,2.1743142095000003,1.8284304455,0.925419888
2019-09-20,100,0.1,1,0.496999651,0.478661644,0.38746458,0.142750364,0.038908243,0.564168296,3.889673021,3.945576254,2.263668961,0.788900424
2019-09-27,50,0.1,2,0.6355274449999999,0.936295612,0.253959883,0.7254723384999999,0.2390267665,0.7414621594999999,1.673088125,1.104922655,2.356192853,1.248320424
2019-09-27,50,5,2,0.577756409,0.6080313245,1.1650857465,0.376173526,0.16013799750000002,0.7175892065,2.0012132525,1.9301601775,2.218355634,1.022802577
2019-09-27,50,9,1.5,0.403684192,0.477232887,0.46907139649999996,0.2680501075,0.21902801500000002,0.82297559,2.2528742345,1.9932776885,1.992944929,0.9852462215
2019-10-04,50,0.1,1,0.686398916,0.67939738,0.650431497,0.863541712,0.288418019,0.73925309,1.474223989,1.021032931,2.406714155,1.065046723
2019-10-04,50,5,1.5,0.6118290165,0.6270616305,0.9952976739999999,0.40077946200000003,0.14802229849999998,0.7117450350000001,2.2253491045,2.079479475,2.1030668525,0.9316223800000001
2019-10-04,50,9,1,0.2839722445,0.4625447695,0.0881684735,0.1946620255,0.0578932675,0.798568165,3.2309487395,2.0291060285,1.7880080165,0.9073930785
2019-10-04,100,0.1,1,0.661752935,0.390707773,0.257499119,0.458645206,0.154353591,0.55417955,2.43370306,1.21457915,2.022677144,0.731811407
2019-10-04,200,0.1,1,1.191542205,1.144101164,0.89706952,0.167285261,0.06835191,0.580581118,6.157339103,5.183697574,2.056217649,0.740715483
2019-10-16,50,0.1,1,0.540655697,0.727793859,0.491742774,0.643527465,0.213552966,0.748784895,1.633085629,1.179915193,2.182179917,1.054172945
2019-10-16,50,5,1,0.65520649,0.854814768,0.612531412,0.682049863,0.238052681,0.761964973,1.731476541,1.540164142,2.339370483,1.117283335
2019-10-16,50,9,1,0.275203656,0.429716618,0.465738223,0.281010958,0.066711502,0.841556147,2.211058266,1.961375859,1.999191828,1.030607793
2019-10-23,50,0.1,1,0.580562119,0.794682647,0.258452936,0.533059483,0.198038131,0.731002595,2.07181327,1.514952368,2.107231163,1.125201348
2019-10-23,50,5,1,0.58803221,0.70892914,0.285993728,0.443885687,0.142480209,0.730241231,2.4985532,1.783881784,2.028808903,0.984974783
2019-10-23,50,9,1,0.353478102,0.517681163,0.330857191,0.2790373,0.079145358,0.795712881,2.422637892,1.984088833,1.881813783,0.924798356
2019-10-30,50,0.1,1,0.646331962,0.555743479,1.240320121,0.935756871,0.288058659,0.751032053,1.491250702,1.230399009,2.198193263,1.093379175
2019-10-30,50,5,1,0.493424306,0.738797749,0.638401209,0.376545178,0.141183355,0.761111427,2.306305405,1.844633621,2.045578486,1.00596109
2019-10-30,50,9,1,0.383275479,0.66337244,0.262068312,0.266519185,0.086037254,0.857586521,2.677560523,2.407034709,1.928864435,1.042835846
2019-11-08,50,0.1,2,0.583457875,0.763879217,0.296487839,0.507767762,0.169411933,0.726362185,2.291813654,1.633450954,1.929739339,0.946778655
2019-11-08,50,5,2,0.613662616,0.776349167,0.282923195,0.493784732,0.160086748,0.731865267,2.191741739,1.720397392,2.057231368,0.952832917
2019-11-08,50,9,2,0.614547504,0.792907906,0.387924717,0.488419553,0.178926144,0.733655143,2.505924043,1.657294541,2.033504652,0.944812422
2019-11-08,100,0.1,1,0.460175052,0.351663605,0.242595999,0.086528659,0.03111298,0.522086091,5.407493951,3.944803859,1.850048192,0.658610855
2019-11-20,50,0.1,1,0.573100653,0.757159417,0.284740823,0.424976157,0.127019909,0.727919128,2.58010442,1.94986113,2.033119463,0.943094611
2019-11-20,50,5,1,0.592369463,0.778665952,0.459617658,0.368354548,0.123118353,0.721141115,2.576127633,2.166377858,2.093201633,0.941133722
2019-11-20,50,9,1,0.623829545,0.735053047,0.376022525,0.463728554,0.143106314,0.728894548,2.425318086,1.87559569,2.054790088,0.949689231
2020-03-30,50,0.1,1,0.517789373,0.528936658,0.205570281,0.214038137,0.068501426,0.640096189,3.363274404,2.629326982,1.970710189,0.832805267
2020-03-30,100,0.1,1,0.611844526,0.302827016,0.434638026,0.147302623,0.051880877,0.557453465,3.425185748,3.212880933,1.980576484,0.667037327
2020-03-30,200,0.1,1,0.895403826,0.737364447,0.533895739,0.088302023,0.043668797,0.545549404,5.905185032,5.113428112,1.978107577,0.70492732
